label,message,length
0,sure get acknowledgement s astoundingly tactless generally faggy demand blood oath fo,120
0,ok every night take warm bath drink cup milk ll see work magic still need loose weight know,138
0,iû÷ll look frying pan case itû÷s cheap book perhaps thatû÷s silly frying pan isnû÷t likely book,135
0,well uv cause mutation sunscreen like essential thesedays,66
0,lunch online,40
0,know friend already told,40
0,hi princess thank pic pretty,70
0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ah gee,160
0,hi msg m office,26
0,thanx 4 e brownie s v nice,32
0,geeeee love much barely stand,51
1,gent trying contact last weekend draw show å£1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,160
0,fuck babe miss already know ca nt let send money towards net need want crave,146
0,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,103
0,oooh bed ridden ey thinking,45
0,anyways go gym whatever love smile hope ok good day babe miss much already,142
0,love daddy make scream pleasure going slap as dick,92
0,wot u wan na missy,26
0,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,134
0,know lab goggles went,37
0,open door,22
0,waiting call,22
0,nope waiting sch 4 daddy,33
1,1000 cash 2000 prize claim call09050000327,69
0,m tired arguing week week want ll,109
0,ìï wait 4 sch finish ard 5,36
1,mobile number å£5000 claim call u back ring claim hot line 09050005321,100
0,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,140
0,huh early ì dinner outside izzit,51
0,ok anyway need change said,46
1,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,149
0,exwife able kid want kid one day,63
0,s scotland hope showing jjc tendency take care live dream,95
0,tell u headache want use 1 hour sick time,69
0,dun thk ll quit yet hmmm go jazz yogasana oso go meet em lesson den,110
0,pete please ring meive hardly gotany credit,55
0,ya srsly better yi tho,27
0,m meeting call later,34
1,ur chance win å£250 wkly shopping spree txt shop 80878 s c s wwwtxt2shopcom custcare 08715705022 1x150pwk,127
1,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 cs apply ag promo,142
1,private 2003 account statement 07753741225 show 800 unredeemed s i m point call 08715203677 identifier code 42478 expires 241004,148
0,still grand prix,24
0,met stranger choose friend long world stand friendship never end lets friends forever gud nitz,147
0,great,24
0,gud mrng dear nice day,29
1,important customer service announcement call freephone 0800 542 0825,86
0,exhausted train morning much wine pie sleep well,87
0,m going buy mum s present ar,38
0,mind blastin tsunamis occur rajnikant stopped swimming indian ocean d,104
0,u sending home first s ok lor m ready yet,59
0,speaking cash yet,38
0,happy come noon,38
0,meet lunch la,22
0,take care n get well soon,25
1,xclusive clubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867,135
0,meant say cant wait see u getting bored bridgwater banter,87
0,neva mind s ok,19
0,s fine imma get drink somethin want come find,66
1,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222,140
0,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best rply,156
0,many dependent,22
0,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc,107
0,called said choose future,65
0,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st,149
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,137
0,family happiness,25
0,come n pick ì come immediately aft ur lesson,60
0,let snow let snow kind weather brings ppl together friendship grow,103
0,dear got lt gt dollar hi hi,37
0,good word word may leave u dismay many time,58
0,make sure alex knows birthday fifteen minutes far re concerned,87
0,sorry got thing may pub later,58
0,nah s straight bring bud drink something s actually little useful straight cash,123
0,haha good hear m officially paid market 8th,67
0,many lick take get center tootsie pop,66
0,yup thk r e teacher said make face look longer darren ask 2 cut short,102
1,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693,130
1,todays vodafone number ending 4882 selected receive å£350 award number match call 09064019014 receive å£350 award,150
0,please dont say like hi hi hi,35
0,thank u,8
0,oh forwarded message thought send,62
0,got seventeen pound seven hundred ml ûò hope ok,58
1,dear voucher holder 2 claim week offer pc go http wwwetlpcoukexpressoffer ts cs apply2 stop text txt stop 80062,143
0,n funny,20
0,sweetheart hope kind day one load reason smile biola,100
0,ì login dat time dad fetching ì home,51
0,shower baby,36
0,askd u question hour answer,53
0,well imma definitely need restock thanksgiving ll let know m,88
0,said kiss kiss ca nt sound effect gorgeous man nt kind person need smile brighten day,133
0,probably gon na swing wee bit,36
0,ya nice be ready thursday,37
0,allo braved bus taken train triumphed mean weû÷re bû÷ham jolly good rest week,127
0,watching cartoon listening music amp eve go temple amp church u,92
0,mind ask happened dont say uncomfortable,80
1,private 2003 account statement show 800 unredeemed s i m point call 08715203694 identifier code 40533 expires 311004,136
0,prob send email,35
1,1000 cash 2000 prize claim call09050000327 c rstm sw7 3ss 150ppm,97
0,thats cool sometimes slow gentle sonetimes rough hard,66
0,m gon na say sorry would normal starting panic time sorry seeing tuesday,119
0,wait know wesley town bet hella drug,65
0,fine miss much,26
0,u got person story,28
0,tell drug dealer s getting impatient,45
0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,157
0,place man,36
0,doesnt make sense take unless free need know wikipediacom,94
1,88800 89034 premium phone service call 08718711108,59
0,sea lay rock rock envelope envelope paper paper 3 word,140
0,mum s repent,22
0,sorry going home first daddy come fetch ì later,57
0,leave de start prepare next,43
0,yes baby study position kama sutra,61
0,en chikku nange bakra msg kalstiya teacoffee,56
0,carlos ll minute still need buy,54
0,pay lt decimal gt lakh,37
0,good evening ttyl,25
0,u receive msg,21
0,ho ho big belly laugh see ya tomo,36
1,sms ac sun0819 post hello you seem cool,42
1,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week å£150 per wk 2 opt send stop 08452810071 16,154
0,ditto wo nt worry saying anything anymore like said last night whatever want ll peace,153
0,ve got lt gt way could pick,46
0,dont knw pa drink milk,34
0,maybe say hi find got card great escape wetherspoons,80
0,piggy r u awake bet u re still sleeping m going 4 lunch,69
0,cause m freaky lol,24
0,missed call cause yelling scrappy miss u ca nt wait u come home m lonely today,108
0,hex place talk explain,46
0,ìï log 4 wat s sdryb8i,30
0,xy going 4 e lunch,22
1,hi m sue 20 year old work lapdancer love sex text live m bedroom text sue 89555 textoperator g2 1da 150ppmsg 18,158
0,wanted ask ì wait 4 finish lect cos lect finish hour anyway,87
0,finished work yet,30
0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni8,143
0,dear cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday,169
0,thanks love torch bold,42
1,forwarded 448712404000 please call 08712404000 immediately urgent message waiting,111
0,farm open,18
0,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,109
0,sister law hope great month saying hey abiola,76
0,purchase stuff today mail po box number,73
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem,92
0,good good job like entrepreneur,36
0,aight close still around alex s place,54
0,meet corporation st outside gap û see mind working,78
0,mum ask ì buy food home,30
0,k u also dont msg reply msg,40
0,much r ì willing pay,29
0,sorry ll call later,22
0,important prevent dehydration giving enough fluid,77
0,thats bit weird even supposed happening good idea sure pub,109
0,true dear sat pray evening felt soso sm d time,75
0,nt think get away trek long family town sorry,76
0,wan na gym harri,30
0,quite late lar ard 12 anyway wun b drivin,49
1,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alert reply word,155
1,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt cs,160
0,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move said if made student,269
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,195
1,08714712388 10am7pm cost 10p,37
0,save stress person dorm account send account detail money sent,125
0,also know lunch menu da know,48
0,stuff sell ill tell,39
1,449071512431 urgent 2nd attempt contact u u å£1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,163
0,book lesson msg call work sth m going get spec membership px3748,121
1,guaranteed å£1000 cash å£2000 prize claim yr prize call customer service representative 08714712394 10am7pm,147
0,macha dont feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime,162
0,oh send address,29
0,sfine anytime best,38
0,wondar full flim,25
0,ya even cooky jelly,40
0,world running stillmaybe feeling itor admit madthen correction let call lifeand keep running world may u r also runninglets run,226
0,got look scrumptious daddy want eat night long,70
0,co lar m ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,140
0,alright omw got ta change order half8th,47
0,exactly anyways far jide study visiting,63
0,dunno u ask,17
1,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123,101
0,nt spring coming early yay,41
0,lol wo nt feel bad use money take steak dinner d,80
0,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply,137
0,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh,103
0,one talking,29
0,thanks looking really appreciate,51
1,hi customer loyalty offer new nokia6650 mobile å£10 txtauction txt word start 81151 get 4t ctxt tc 150pmtmsg,149
0,wish,25
0,haha mayb u re rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao,149
0,yes glad made,38
0,well little time thing good time ahead,62
0,got room soon û nt put clock back til 8 shouted everyone get realised 7 wahay another hour bed,181
0,ok may free gym,34
0,men like shorter lady gaze eye,47
